id,semestre,curso,periodo,ch_ob,ch_op,capacidade,codigo,disciplina,turma,setor,alocacao,codigo_horario,origem,linha_planilha
2025-2-TCC00358-A1,2025-2,83,SI-P3,4.0,,40,TCC00358,SISTEMAS COMPUTACIONAIS,A1,ARQ.SO.,Aline Nascimento,5_18_22,IC,71
2025-2-TCC00358-B1,2025-2,83,SI-P3,4.0,,40,TCC00358,SISTEMAS COMPUTACIONAIS,B1,ARQ.SO.,Raphael Guerra,5_18_22,IC,72
2025-2-TCC00315-A1,2025-2,31,CC-P7,4.0,,50,TCC00315,SISTEMAS DISTRIBUÍDOS,A1,ARQ.SO.,Flavia Delicato,3_5_09_11,IC,73
2025-2-TCC00362-A1,2025-2,83,SI-P5,4.0,,45,TCC00362,SISTEMAS DISTRIBUÍDOS PARA SISTEMAS DE INFORMAÇÃO,A1,ARQ.SO.,Flavia Delicato,3_18_22,IC,74
2025-2-TCC00316-A1,2025-2,31,CC-P4,4.0,,50,TCC00316,SISTEMAS OPERACIONAIS,A1,ARQ.SO.,Cristina Boeres,3_5_11_13,IC,75
2025-2-TCC00360-A1,2025-2,83,SI-P6,4.0,,45,TCC00360,VISUALIZAÇÃO DE DADOS,A1,COMP.VIS.JOGOS,Marcos Lage,2_4_18_20,IC,76
2025-2-TCC00241-A1,2025-2,83,SI-P6,4.0,,33,TCC00241,Ementa Variável I -  TÓPICOS EM COMPUTAÇÃO X - Tópicos em Computação X,A1,,Andre Renato,3_5_18_20,IC,77
2025-2-TCC00230-A1,2025-2,83,SI-P7,4.0,,33,TCC00230,Ementa Variável II -  TÓPICOS ESPECIAIS EM SEGURANÇA DA INFORMAÇÃO,A1,,Raphael Machado,6_18_22,IC,78
2025-2-GCI00126-,2025-2,,SI-P5,,,,GCI00126,REPRESENTAÇÃO DA INFORMAÇÃO,,,ChristianoGCI,6_18_22,externa,144
2025-2-GCI00116-,2025-2,,SI-P4,,,,GCI00116,ÉTICA,,,ChristianoGCI,5_18_22,externa,145
